Hari_ke;Tanggal;Jumlah_Kasus_Kumulatif;Jumlah_Pasien_Sembuh;Jumlah_Pasien_Meninggal;Jumlah_Pasien_Dalam_Perawatan;Jumlah_Kasus_Baru_per_Hari;Jumlah_Kasus_Sembuh_per_Hari;Jumlah_Kasus_Meninggal_per_Hari;Jumlah_Kasus_Dirawat_per_Hari;Persentase_Pasien_Sembuh;Persentase_Pasien_Meninggal;Persentase_Pasien_dalam_Perawat;Jumlah_Spesimen_Diperiksa;Jumlah_Kasus_Diperiksa;Jumlah_Negatif;Spesimen_Diperiksa_Baru_Harian;Kasus_Diperiksa_Baru_Harian;PDP;ODP;Penambahan_Kasus_Terkonfirmasi_;Kasus_Sedang_Investigasi_Lapang;Jumlah_Spesimen_Diperiksa_Terki;Jumlah_Kasus_Diperiksa_Terkini;Spesimen_Diperiksa_Baru_Harian_;Hasil_Positif_Terkini;Hasil_Negatif_Terkini;PDP_Terkini;ODP_Terkini;Suspek_Terkini;Jumlah_Provinsi_Terdampak;Jumlah_KabKot_Terdampak;Pembaruan_Terakhir;FID
245;2020/11/01 00:00:00+00;412784;341942;13943;56899;2696;4141;74;1519;828.379.976;3.377.795.651;1.378.420.675;4540947;2899414;2486630;23208;17971;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;245
246;2020/11/02 00:00:00+00;415402;345566;14044;55792;2618;3624;101;1107;8.318.833.323;3.380.821.469;134.308.453;4567608;2919560;2504158;26661;20146;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;246
247;2020/11/03 00:00:00+00;418375;349497;14146;54732;2973;3931;102;1060;8.353.677.921;3.381.177.174;1.308.204.362;4597536;2941778;2523403;29928;22218;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;247
248;2020/11/04 00:00:00+00;421731;353282;14259;54190;3356;3785;113;542;8.376.951.185;3.381.065.181;1.284.942.297;4638515;2969883;2548152;40979;28100;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;248
249;2020/11/05 00:00:00+00;425796;357142;14348;54306;4065;3860;89;116;8.387.631.636;3.369.688.771;1.275.399.487;4678096;3001189;2575393;39581;31306;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;249
250;2020/11/06 00:00:00+00;429574;360705;14442;54427;3778;3563;94;121;8.396.807.069;3.361.935.313;1.266.999.399;4716187;3030661;2601087;38091;29472;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;250
251;2020/11/07 00:00:00+00;433836;364417;14540;54879;4262;3712;98;452;8.399.879.217;3.351.496.879;1.264.971.095;4754436;3059777;2625941;38249;29116;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;251
252;2020/11/08 00:00:00+00;437716;368298;14614;54804;3880;3881;74;75;8.414.085.846;3.338.694.496;1.252.044.705;4790024;3080718;2643002;35588;20941;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;252
253;2020/11/09 00:00:00+00;440569;372266;14689;53614;2853;3968;75;1190;8.449.663.957;3.334.097.497;1.216.926.293;4824389;3105465;2664896;34365;24747;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;253
254;2020/11/10 00:00:00+00;444348;375741;14761;53846;3779;3475;72;232;8.456.007.454;3.321.945.862;121.179.796;4857452;3137485;2693137;33063;32020;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;254
255;2020/11/11 00:00:00+00;448118;378982;14836;54300;3770;3241;75;454;8.457.192.079;3.310.735.119;1.211.734.409;4896793;3175096;2726978;39341;37611;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;255
256;2020/11/12 00:00:00+00;452291;382084;14933;55274;4173;3102;97;974;8.447.747.136;3.301.635.452;1.222.089.319;4938958;3211592;2759301;42165;36496;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;256
257;2020/11/13 00:00:00+00;457735;385094;15037;57604;5444;3010;104;2330;8.413.033.742;3.285.088.534;1.258.457.404;4981291;3249484;2791749;42333;37892;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;257
258;2020/11/14 00:00:00+00;463007;388094;15148;59765;5272;3000;111;2161;8.382.033.101;32.716.568;1.290.801.219;5022627;3288194;2825187;41336;38710;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;258
259;2020/11/15 00:00:00+00;466930;391829;15201;59900;3923;3735;53;135;8.391.600.454;3.255.520.099;1.282.847.536;5055480;3313590;2846477;32861;25396;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;259
260;2020/11/16 00:00:00+00;470648;395443;15296;59909;3718;3614;95;9;8.402.096.684;3.249.987.252;1.272.904.591;5090127;3341160;2870512;34639;27570;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;260
261;2020/11/17 00:00:00+00;474455;398636;15393;60426;3807;3193;97;517;8.401.977.005;3.244.354.048;127.358.759;5129899;3377716;2903261;39772;36556;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;261
263;2020/11/19 00:00:00+00;483518;406612;15600;61306;9063;7976;207;880;8.409.449.079;3.226.353.517;1.267.915.569;5219471;3456835;2973317;47630;41222;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;263
264;2020/11/20 00:00:00+00;488310;410552;15678;62080;4792;3940;78;774;840.760.992;3.210.665.356;1.271.323.544;5261426;3496039;3007729;41955;39204;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;264
265;2020/11/21 00:00:00+00;493308;413955;15774;63579;4998;3403;96;1499;839.141.064;3.197.596.633;1.288.829.697;5304548;3526607;3033299;43122;30568;;;;;;;;;;;;;;;1970/01/01 00:00:00+00;265
